Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,,,,,271038005,258721391,229046645,302580090,335486754,382261071,405344405,442310368,388461796,712821175,1274286491,1962913280,2281914323,2661582652,3171150650,
Slovenia,SVN,,,181862966,165654924,,252415617,315753527,303648188,347734991,301389312,368276691,421779879,488035109,718992007,794196244,756441336,975116790,1245525091,1557976112,1264205866
Solomon Islands,SLB,,,,,,,,,,,,,0,0,0,0,0,0,,
Somalia,SOM,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,,,410729893,433841563,466826161,691686471,714098158,963714441,908299625,1041383327,985873574,889535799,739979677,908343318,1301920415,1739045210,1774983193,1859365531,2010870449,1418129582
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,
Spain,ESP,2663030947,3374976532,3511863285,3800735386,4667282536,4982240363,5823767391,5448987213,5667704155,6623823139,6727404845,6776845471,6764028100,8888952860,9932438176,10408959799,10037210229,9915961256,10841484068,
Sri Lanka,LKA,5416016,8018019,18159029,22635519,27391510,,,,,108751399,,75960802,18976249,24181076,60281235,99002090,70782010,107863125,101266247,44278239
St. Kitts and Nevis,KNA,,,,512321,378165,29030,39203,153790,,43984,176128,1083570,1229318,202019,19417,193970,10078787,11789388,,
St. Lucia,LCA,,383656,1230564,1232431,1896208,1460128,1424885,590709,746375,494323,629200,434617,816168,840081,815912,879879,1844276,2379675,4599957,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,,,,783,1444938,0,1851,0,0,0,479,164,233,0,0,2216,1207,10039,402,41881
Sudan,SDN,,,,,,,31736,8,10958,798748,4695266,559404,3729314,3915,0,14343,8771,,35372,11083295
Suriname,SUR,,,,,141381,74386,1116661,710209,439449,595000,560734,432847,742766,1186706,925957,2236379,1295835,1711049,4069885,
Swaziland,SWZ,,,,,,,,,,,1864681,2885908,3914867,3696432,1118954,617056,884364,448235,,
Sweden,SWE,6289990979,6286392090,6355225756,5460223082,6635799312,9795902993,11752609256,12450493168,13640884367,13701096477,17515451487,10724536007,12150419110,13302955938,17073341900,17069736406,18077711330,20519516712,21875888442,17059028846
Switzerland,CHE,7195640646,7077488974,7816005884,7294411907,8224151724,10576572245,11042884097,10567573639,11968765705,14203748124,14073687469,15428591609,17916588251,21285113731,24745077351,26360737972,29260778548,33655320932,41110803367,38556463738
Syrian Arab Republic,SYR,,,,,,,,,,,1913314,506234,2976286,4845853,6233676,18379240,28521748,50856888,83288223,
Tajikistan,TJK,,,,,,,,,,,37127000,,,,,,,,,
Tanzania,TZA,,,,,,,,405255,3905572,5721583,1246347,1465233,700036,1519355,1074468,1148071,868015,4868202,11471334,23588176
Thailand,THA,3009122119,3833932832,4734452904,5398706731,7688522482,10059606946,11517473124,12613240794,13510186228,13948949361,17241752638,15180193016,15632494373,18203525292,20577051357,22479763246,26952632151,30924891433,32369592496,28654786297
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,
Togo,TGO,,94443,,,66684,755071,702896,377446,207520,288615,351871,684260,714858,2452262,48943,187109,,100981,,
Tonga,TON,,,,,,,,,,,0,0,,,,,,,,
Trinidad and Tobago,TTO,,798805,1317891,21802752,9990134,34155086,2942668,2448182,13507548,20524440,11192056,75355955,25431674,4223727,26912016,33863215,30119209,60218242,35827736,3460594
Tunisia,TUN,51148268,46962019,48185040,81174724,53102893,69389767,72026805,71625957,96937184,124193042,154087825,176535450,205956988,244102501,370239074,344247785,563341834,564768794,674380268,662761215
Turkey,TUR,105046422,93335713,125943657,152207362,223014060,200444632,288226435,443189546,458407349,904446485,1084182316,1004355695,567588534,814806449,1063650846,905960498,1331278075,1772532065,1806525230,1462949831
Turkmenistan,TKM,,,,,,,,,994,16563265,8430624,,,,,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,610361,857825,195438,106336,310674,489659,933963,241934,297492,288131,1155077
Tuvalu,TUV,,,,,,,,,,,,,13523,4873,4720,3700,,,,
Uganda,UGA,,,,,1180009,499518,223529,852685,1132612,1665252,435142,2579677,3148186,3150927,1828861,1692426,60335298,24154819,5336964,
Ukraine,UKR,,,,,,,365277164,426496466,446793547,322210102,520608136,514204622,571871683,1058469630,1417472320,868632802,926212367,1313706438,1518547131,
United Arab Emirates,ARE,,15771,123515,51757,,,,,,6280559,4893555,16839422,5500559,6978492,10428828,41615704,23029151,44528099,207141681,29344040
United Kingdom,GBR,34579879827,34254083312,35054179467,35204752567,41552246269,52154903036,56115183645,62558536396,65268591008,66008123599,69917486374,70423528752,69069037624,61777818642,64482611045,82840612500,1.15464E+11,63065596823,61776770581,57177877845
United States,USA,90917973600,99423720809,1.06628E+11,1.06645E+11,1.17366E+11,1.28796E+11,1.4025E+11,1.63944E+11,1.72013E+11,1.81203E+11,1.96698E+11,1.76146E+11,1.62345E+11,1.60212E+11,1.76606E+11,1.90864E+11,2.19179E+11,2.28655E+11,2.31126E+11,1.41519E+11
Uruguay,URY,,,,15892854,13749084,20293651,21952993,20936350,21683450,19893552,20331500,18249012,19413582,15737068,22188519,23577449,36351145,41527217,71738619,73047488
Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,
Vanuatu,VUT,344531,216839,,,109339,,,,,,21659,,,,,,371856,61763,,
"Venezuela, RB",VEN,72081059,19694064,31053226,50254363,52603386,70802222,65789422,75240246,77258110,66390484,79806631,94203839,112464800,129698777,121418784,119217062,79891922,,123193190,65803192
Vietnam,VNM,,,,,,,,90316000,66288000,75502000,679781000,576428755,484601474,591511122,619250423,869105605,1272568176,2376036212,1685299311,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,,,,,,,,,,,,,27071,45511,130737,227743,368896,709025,441128,382625
Zambia,ZMB,,,,1057717,,1574333,1777403,36332452,5487831,1819320,299211,191618,525227,688551,1222044,1732505,4011014,9909332,7759912,5628132
Zimbabwe,ZWE,6891571,3415009,3283948,3228963,8112863,9975983,14777264,14893774,,9936709,8961580,941470,20832381,,4873842,7732739,201399264,47701311,88454612,7228834
