Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Jamaica,JAM,137900000,133200000,142400000,77900000,129700000,147400000,183700000,203300000,369100000,523700000,468300000,613900000,481100000,720700000,601602643,682484289.9,882175967.3,866487171.8,1436576321,540881361.4,227673925.7
Japan,JPN,1777361196,1285720115,2759977744,118698479.5,911689479.4,39332003.28,207641498.4,3200076742,3268105339,12308393448,8227199674,6190971015,9087241612,6238249550,7806977011,3213628007,-6783580858,22180067084,24551812047,11834116165,-1358906189
Jordan,JOR,37646775.31,-11887398.04,40722566.98,-33548530.15,2854731.793,13308089.21,15514809.59,360930888.6,310014104.4,157968970.4,913258110,273628171.3,238222874.7,546967559.9,936812411.8,1984485190,3544005642,2622144779,2826744496,2426619718,1701408451
Kazakhstan,KAZ,,,100000000,1271400000,659700000,964200000,1137000000,1321400000,1151400000,1587000000,1282524399,2834998600,2590217570,2092028800,4157208487,1971217630,6278167960,11119036599,14321757110,13771445547,9961014181
Kenya,KEN,57081096.18,18830976.84,6363133.145,145655517.1,7432412.602,42289248.46,108672931.6,62096809.78,26548245.97,51953455.95,110904550.4,5302622.939,27618447.06,81738242.64,46063931.45,21211685.4,50674725.18,729044146,95585680.23,116257609,185793189.9
Kiribati,KIR,299752.548,427651.4161,406859.8231,-769774.7797,431365.1183,,,512104.9741,439745.4502,451627.4719,721810.2654,491352.2013,521444.5604,929691.0974,1152233.867,4782469.243,568725.1971,1152861.339,2664236.944,3173866.588,3669219.832
"Korea, Dem. Rep.",PRK,-60790000,133770000,1920000,8490000,-660000,-10000,1840000,307370000,30660000,-14880000,3420000,-3830000,-16390000,158220000,196890000,50240000,-104620000,66730000,43800000,1970000,37656666.67
"Korea, Rep.",KOR,788500000,1179800000,728300000,588100000,809000000,1775800000,2325400000,2844200000,5412300000,9333400000,9283400000,3527700000,2392300000,3525500000,9246200000,6308500000,3586400000,1784400000,3310700000,2249000000,-150100000
Kosovo,KSV,,,,,,,,,,,,,,,53289638.61,133823510.2,369808407.4,603224093.1,536790831.6,408097339.9,413401758.9
Kuwait,KWT,5600000,800000,35300000,13252115.53,10000,6701341.174,347351454.6,19779208.98,59063714.13,72269842.45,16299834.37,-111516284.5,3619441.977,-67111499.34,23752969.12,233904109.6,121305596.3,111535690.2,-5951752.859,1113586657,80846012.18
Kyrgyz Republic,KGZ,,,,10000000,38178000,96090000,47238000,83820000,109228485,44412800,-2360124.961,5006732.877,4661963.545,45544627.8,175458810.1,42565248.3,182022902.5,207919477.6,376992152.1,189377400,437586100
Lao PDR,LAO,6000000,6900000,7800000,29900000,59200000,95100000,159800000,86300000,45300000,51608266.56,33890000,23904284.13,4451297.031,19484000.8,16917263,27720000,187310641,323520000,227770000,318598209.1,350000000
Latvia,LVA,,,29405300,45123000,214453000,179618000,381694000,521053000,356900000,347600000,412500000,132000000,253600000,303500000,636900000,713500000,1664200000,2315600000,1357400000,93500000,369000000
Lebanon,LBN,,,,,,,,,,,,,1335970000,2860020313,1898780570,2623502612,2674534372,3375980758,4333045470,4803602660,4954862950
Lesotho,LSO,17080426.42,7467681.956,2667301.851,14977904.57,18735210.49,275342824.2,287495126.7,268141389.1,264796034.6,163340657.2,32358552.66,29653665.4,28349958.85,43889006.03,55603320.3,69142821.33,58509705.36,104503742.7,110003057.9,100939061.3,117047679.1
Liberia,LBR,0,0,0,0,0,5000000,-132000000,214000000,190000000,27000000,20800000,8300000,2800000,372220000,75351731.65,82802111.44,107856671.5,131637661.6,394536077.4,217803415.7,452870863.7
Libya,LBY,158911104.6,91903803.11,99093118.92,58152864.2,-72624307.46,-88486065.39,-111721670.8,-67915602.73,-127894074.6,-128069471.5,141000000,-133000000,145000000,143000000,357000000,1038000000,2064000000,4689000000,4111300000,1711000000,3833391164
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,,,,30175186.84,31304837.64,72557500,152400000,354502500,925525000,486457500,378875000,445825000,712451702.6,179179527,773153992.8,1031819181,1840185672,2017036656,2069795100,126134223.1,622232750.6
Luxembourg,LUX,8046730000,9362560000,11285800000,10750000000,8513580000,10688700000,14063900000,11998300000,22690500000,1.19693E+11,88738713838,88203253899,1.18512E+11,89783996375,80097603301,1.15151E+11,1.29879E+11,1.93765E+11,99687932553,2.10454E+11,1.538E+11
"Macao SAR, China",MAC,480000,10720000,-19500000,-3600000,3480000,2190000,5940000,2310000,-17890000,9420000,-790000,160000000,414579901.5,516689364.4,767702400.8,1766586682,2642940091,5035753564,3064147531,1796564501,2558252585
"Macedonia, FYR",MKD,,,,,24000000,9490000,11210000,15740000,150482085.6,88406156.42,215056603.2,447131666.4,105574579.4,117759613.2,323027158.5,96999481.53,424155269.3,699092642,586953718.6,197089613.5,295759887.7
Madagascar,MDG,22387360.46,13681239.65,21132352.15,15357022.02,5728097.918,9710167.974,10161891.8,14005421.13,16635429.8,58385285.91,82952580.71,93059224,14661798.07,12874087,52910748,85444105,294512763.6,773295915.2,1169359714,1066058460,860385317.6
Malawi,MWI,23300000,-28700000,-7100000,8000000,24992617.89,5643045.579,15797661.13,14868714.36,12104230.4,58528206.28,25999996.36,19299991.09,5899999.359,65829000,107712000,52336000,72200297.69,92026851.43,169975714.3,60000000,140000000
Malaysia,MYS,2332455289,3998448522,5183358086,5005642760,4341800916,4178239335,5078414948,5136514576,2163401816,3895263158,3787631579,553947368.4,3203421053,2473157895,4624210526,3966012726,6076119971,8590185404,7375907980,1387393683,9509265445
Maldives,MDV,6000000,7000000,7000000,7000000,9000000,7000000,9000000,11000000,12000000,12000000,22312447.82,20541053.26,24718599.77,31774435.57,52933701.73,52991121.06,63826812.89,90612257.13,134793822.8,112323049.6,163815284
Mali,MLI,5729716.324,1205216.85,-21874496.99,4061271.097,17416999.67,111429781.4,44793062.54,62986001.56,8868521.506,2178011.841,82439544.84,121731667.8,243804700.2,132260768.2,101002336.4,188138376.4,47623773.22,53761288.99,131677775.7,718457961.7,147643147.5
Malta,MLT,45794392.52,76982451.26,39542418.76,56441543.4,151693045.3,129193330.6,293183485.2,82267806.51,283173773.3,857406992.7,601037569.6,240121714.2,-429922333.3,1006985513,395214249.9,678671264.8,1841381593,996224474.7,833491630.9,753405762,998624161.8
Marshall Islands,MHL,1000000,1000000,,1000000,-5000000,-5000000,-5000000,-16560000,-2980000,97470790.27,125182768.1,-900000,-46920000,4680000,4100000,6500000,6200000,12200000,5500000,7966666.667,8655555.556
Mauritania,MRT,6736220.521,2269792.037,7549402.913,16091938.17,2079708.679,6989378.508,-435540,-3329920,132643.0002,15119460,40096000,76700000,67400000,101893331,391600000,814100000,105500000,138300000,338400000,-38300000,13630000
Mauritius,MUS,41000000,17000000,15000000,15000000,20000000,19000000,37000000,55000000,12000000,49000000,265641239.4,-27675565.71,32073116.08,62630665.28,13894736.4,41776995.78,106758059.1,340763853.7,377724738.1,256680711.8,431046226.2
Mayotte,MYT,,,,,,,,,,,10000,,,,,5000000,30000,,,,
Mexico,MEX,2549000000,4742000000,4393000000,4389000000,10972500000,9526290000,9185600000,12829800000,12707000000,13869200000,18109779299,29848454770,23782995655,16242553245,24800226639,24121689927,20052002334,29734289650,26295379217,15333812446,18679273363
"Micronesia, Fed. Sts.",FSM,,,,,,,-70790000,,-220000,-890000,,-230000,,,,40000,590000,16690000,5773333.333,7684444.444,10049259.26
Moldova,MDA,,,17000000,14000000,11568000,25910000,23740000,78740000,75500000,37890000,127540000,54540000,84050000,73750000,87690000,190700000,239720000,533620000,712770000,127840000,194320000
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,,11120000,2000000,7700000,6900000,9800000,15900000,25000000,18900000,30400000,53700000,43000000,77794000,131500000,92900000,184600000,343980000,372754400,844697949.5,623609218.2,1454687963
Montenegro,MNE,,,,,,,,,,,,,,,,,,934442371.4,960423121.2,1527258438,760440979.5
Morocco,MAR,165122977.8,317462140.6,422470462.5,491466064.6,550924373.9,92386207.52,76412286.35,3568764.494,11869540.22,2651865.405,220739724.5,143838237.3,79160963.95,2312682907,787053819,1619752454,2366000096,2806642141,2466288357,1970323920,1240626688
Mozambique,MOZ,9200000,22500000,25300000,32000000,35000000,45000000,72500000,64400000,212700000,381700000,139200000,255416251,347584940,336698815,244703873.4,107853318.8,153728085.2,427430920,591619896.8,881229333.1,788854564.5
Myanmar,MMR,162787693.2,240411146.6,173339723.7,105745339,126910312.1,279922221.9,313412874.3,390813529.1,317833772.6,255617520.2,258266429.4,210318105.3,152084506.4,251452483.2,213548494.2,237242950.1,278634107,257686000,283454600,322975866.7,756323000
Namibia,NAM,29567264.72,120449858.1,118232231.8,55267528.17,97977966.46,153015438,128693897.3,90972979.01,96232390.37,1592530.1,118862678.4,36137622.27,51232316.67,33258076.2,88203578.82,166116175.9,-30888306.43,169928495.1,409001279.6,490211042.2,857643944.6
Nepal,NPL,5940000,2220000,,,,,19160171.09,23056467.77,12024659.9,4350000,-484827,20850000,-5952541.127,14778085.61,-417346.3839,2451784.707,-6647983.904,5741706.053,995123.9307,38176181.11,87847608.08
Netherlands,NLD,10675649733,5623819475,6186517513,6380304064,7126515355,12206170579,16604370594,11033361090,37618898706,41167755932,63118802016,51979626672,25457149405,20440751399,4378639328,47328382276,7053993585,1.24756E+11,9031377327,35210521700,-17687341201
New Caledonia,NCL,31350000,3300000,-200000,20000000,40000,710000,-860000,10000000,20000,4460000,-40626074.95,103041244.2,59055445.66,116048161.9,27480195.73,-6738759.001,749088411.7,417453934.4,1672729441,1145846224,1002924109
New Zealand,NZL,1735087581,1289798131,1934131391,2395941412,2496120602,3316447778,2337643247,2466580757,1283024499,1145708993,3840546921,-299061278.8,1481020349,2266636953,2340482422,1563907630,4562499993,3078679683,5121219785,-1259381460,602208693.3
Nicaragua,NIC,670000,42000000,15000000,38800000,46700000,88900000,120000000,203400000,218200000,337300000,266500000,150200000,203900000,201300000,250000000,241100000,286800000,381700000,626100000,434200000,508000000
Niger,NER,40813210.12,15157374.27,56390110.91,-34351290.4,-11258910.54,7188242.642,9873865.71,18171246.43,-1023812.498,276108.8837,8437078.897,22895113.75,2404631.802,14912242.46,26326708.16,43976115.55,50544080.9,129038778.1,340427000.6,738903737.1,946872630.7
Nigeria,NGA,587882970.6,712373362.5,896641282.5,1345368587,1959219858,1079271551,1593459222,1539445718,1051326217,1004916719,1140137660,1190632024,1874042130,2005390033,1874033035,4982533937,4854416888,6034971269,8196606691,8554840780,6048560295
Northern Mariana Islands,MNP,123920000,322420000,1560000,-790000,,2530000,9840000,49980000,59830000,6070000,11900000,,,,,,,,,,
Norway,NOR,1003127861,-397605982.8,-668114803,991524094.7,2736393920,2392766980,3179027080,3886051614,4353858045,6775943655,6961693056,2103858889,656954092.9,3549766423,2543976753,5349757287,7217961633,6533250854,7511918714,15000367932,11746956827
Oman,OMN,142262678.8,135240572.2,104291287.4,142002601.7,76462939.88,46293889.07,60600000,64500000,102000000,40100000,82000000,5201560.468,109232769.8,24967490.25,111053316,1538361508,1596098830,3332119636,2951885566,1509232770,2332899870
Pakistan,PAK,245262963.5,258414487,336479857.1,348556957.8,421024638.5,722631560.7,921976182.5,716253125.4,506000000,532000000,308000000,383000000,823000000,534000000,1118000000,2201000000,4273000000,5590000000,5438000000,2338000000,2016000000
Palau,PLW,1000000,1000000,1000000,,,-210000,-3780000,81220000,-1530000,6150000,14910000,10760000,1240000,1560000,7050000,870000,1180000,3110000,1720000,2003333.333,2334444.444
Panama,PAN,136000000,109000000,145000000,170000000,402000000,223000000,416000000,1299000000,1203000000,756000000,623900000,467100000,98600000,817500000,1019100000,917600000,2557100000,1776500000,2196200000,1772800000,2362500000
Papua New Guinea,PNG,155413498.3,116718887.9,104299700.9,61950797.72,56950397.66,454568860.1,111294012.9,28575266.32,109626019.5,296492684.4,95931144.21,62540527,18278809.76,117666772.8,30503887.26,38395205.49,12856856.33,102281493.3,-30480484.28,423244767.7,29953021.74
Paraguay,PRY,76900000,86100000,117500000,75000000,137100000,103200000,149400000,235800000,341900000,94500000,104100000,84200000,10000000,27400000,37679000,53500000,173300000,206300000,278700000,204700000,426700000
Peru,PER,41000000,-7000000,-79000000,760588959.2,3289186723,2556981500,3471149000,2139260000,1643949120,1940008800,809696760,1144260000,2155836815,1335007073,1599038389,2578719365,3466531061,5490961307,6923651285,5575995121,7328242370
Philippines,PHL,530000000,544000000,228000000,1238000000,1591000000,1478000000,1517000000,1222000000,2287000000,1247000000,2240000000,195000000,1542000000,491000000,688000000,1854000000,2921000000,2916000000,1544000000,1963000000,1713000000
Poland,POL,89000000,291000000,678000000,1715000000,1875000000,3659000000,4498000000,4908000000,6365000000,7270000000,9343000000,5714000000,4131000000,4589000000,12716000000,10309000000,19876000000,23651000000,14978000000,13022000000,9056000000
Portugal,PRT,2609986421,2448454131,1873428553,1533880551,1269714976,684572213.8,1346933845,2356609508,3004311817,1167592575,6681615748,6173803044,1754821994,7254867766,1660654223,4058715698,10968620416,2969927773,4681206114,2702007045,1476273563
Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,4880000,42540000,39580000,72050000,131850000,93560000,338870000,418330000,347300000,113250000,251600000,295520000,623920000,624920000,1198970000,2500000000,3500000000,4700000000,3778626374,8124736264,5534454212
Romania,ROU,10000,40000000,77000000,94000000,341000000,419000000,263000000,1215000000,2031000000,1041000000,1037000000,1157000000,1144000000,1844000000,6443000000,6482160000,11393430000,9925000000,13883000000,4846000000,3453000000
Russian Federation,RUS,,,1161000000,1211000000,690000000,2065000000,2579000000,4864643273,2761260000,3309430000,2714230000,2748285600,3461131800,7958120200,15444370800,12885807500,29701427100,55073197800,75002416000,36499625000,42868428500
Rwanda,RWA,7562353.797,4577984.591,2187569.8,5851479.716,1000,2212201.515,2218241.13,2598560.174,7089193.681,1725716.61,8319040.466,4634137.685,2610000,4655622.785,7660000,8030000,11233066.6,67142879.26,103350000,118671744.8,42330000
Samoa,WSM,6600000,3190000,5000000,5000000,3000000,3440000,1160000,19990000,3000000,2000000,-1540000,1200000,-70000,510000,2301483.128,-2983210.574,20666910.2,6821727.439,45899093.79,9868116.508,733155.8173
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,,,,-480000,,30000,320000,400000,4200000,3000000,3800000,3000000,3600000,3400000,3501000,16172638.34,27515839.46,22028527.82,56743388.76,7500000,3000000
Saudi Arabia,SAU,1861333333,160000000,-78933333.33,1367200000,349333333.3,-1874666667,-1127466667,3039466667,4283466667,-778933333.3,-1881066667,19640000,-614133333.3,-586506666.7,-334320000,12106749694,18317489987,24333838276,39455001563,36457666667,21560173333
Senegal,SEN,56893144.78,-7550329.09,21383359.76,-812254.2195,66876235.54,31673945.42,8722468.58,176017459.3,70619331.61,153246927.1,62937490.49,31942387.44,78052970.94,52494809.92,77028525.68,44588474.81,220319715.1,297427247.6,397632671.3,207545331.7,237194664.8
Serbia,SRB,,,125681308.1,96107350.1,62584782.35,44985353.61,1000,740000000,113000000,112000000,51887000,177484000,567326077.6,1405952494,1028060187,2050766877,4968045047,3431919716,2996385201,1935601654,1340235873
Seychelles,SYC,20239899.2,19582923.96,9014031.003,18836123.16,30736620.72,45884323.21,28812973.89,53398677.96,53209768.43,55216733.48,24326996.84,64740256.51,47717748.07,58425540.73,38014852.1,85879602.73,145815248.3,249308778.6,241435944.4,274975305.4,368944410
Sierra Leone,SLE,32434698.87,7504465.13,-5599050.407,-7462923.506,-2874187.61,7287055.908,663927.9052,1800032.094,104884.9527,533201.7881,39000824.52,9835742.022,10413409.46,8615049.668,61153314.19,83182315.03,58768035.15,96577832.34,57623740.47,74293786.44,86590238.69
Singapore,SGP,5574738855,4887094440,2204342221,4686312017,8550165227,11535267660,9682130955,13752707284,7313866999,16577945946,16484457326,15086711251,6401974025,11941337976,21026034944,15459648311,29347864395,37032936287,8588194481,15278566655,38638121024
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,,,,198834261.9,269877766.2,236132979.2,350826240,173745483.8,562131586.6,354306697.5,2052480853,,4104198576,559265399.6,3037419119,2411132115,4166967138,3363351115,3230821705,-31553523.64,553142912.2
Slovenia,SVN,,,111000000,112600000,116900000,150400000,173300000,334500000,215700000,106600000,135800000,503400000,1659500000,301500000,831400000,540400000,649332359.1,1531374684,1936803175,-640763269.5,366161963.2
Solomon Islands,SLB,10439803.07,14513306.93,14173013.22,23370838.21,2096398.903,2025896.239,5944439.122,33871933.24,8804628.106,9900495.542,13028276.9,-9313295.213,-445791.1682,-1801219.734,6015775.632,18580466.97,34078161.67,64430070.95,94917980.73,117645530.3,237832475.7
Somalia,SOM,5590000,-150000,-60000,2000000,1000000,1000000,1300000,1100000,40000,-810000,270000,40000,140000,-850000,-4790000,24000000,96000000,141000000,87000000,108000000,112000000
South Africa,ZAF,-75722412.12,254133621.7,3358018.174,11290546.02,374410441.1,1248424933,816389273.8,3810543923,550338596,1503332454,968831356,7270344986,1479804589,783136092.3,701422007.6,6522098178,-183628426.1,5736933181,9644834927,5353688723,1565439447
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,13983611812,12492782829,13275723087,9681480382,9215766127,8085535585,9623214732,8937220784,14282263312,18523395458,38835164708,28163625949,39993217336,25606884148,24791557810,24572631558,31171775211,66681966340,77897977761,8553699420,24658393716
Sri Lanka,LKA,43355119.72,48349173.73,122625843.1,194479070.2,166412940.1,55995587.57,119874349.7,430056151.8,193424023.1,176410171.3,172941409.8,171790000,196500000,228720000,232800000,272400000,479700000,603000000,752200000,404000000,478212000
St. Kitts and Nevis,KNA,48785185.19,21448148.15,12529629.63,13759259.26,15348148.15,20470370.37,35174074.07,19670370.37,31925925.93,57737037.04,96214814.81,88230740.74,79771688.89,75612162.96,55771474.07,92994488.89,110415630.4,134484438.1,177906026.7,130750839.3,128010277.4
St. Lucia,LCA,45000000,58000000,41000000,34000000,33000000,33000000,18000000,48000000,83000000,83000000,53748148.15,58807407.41,51935414.81,106425925.9,76520285.19,78233429.63,233934733.3,271891074.1,161210706.2,146397592.6,121083427.4
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,7666666.667,8896296.296,13900000,31400000,46914814.81,30640740.74,42644444.44,92470370.37,88951851.85,56796296.3,37744444.44,21040370.37,34048255.56,55164448.15,65686166.67,40087314.81,109112344.4,130475418.5,159243360,106058736.7,99743895.93
Sudan,SDN,-31130000,-620000,90000,-160000,99180000,12000000,400000,97900000,370700000,370800000,392200000,574000000,713180000,1349190000,1511070000,2304640000,3534080000,2425590000,2600500000,2662050272,2894378667
Suriname,SUR,-76800000,18500000,-54300000,-46600000,-30200000,-20600000,19100000,-9200000,9100000,-61500000,-148000000,-26800000,-73600000,-76100000,-37300000,27900000,-163400000,-246700000,-233600000,-93400000,-255700000
Swaziland,SWZ,30108364.99,82134779.99,87306719.2,71920619.79,63262111.48,51756162.32,21715844.98,-15313929.48,152720441.7,98270489.56,90658006.19,29330084.35,92050689.64,-60903856.8,69582011.84,-45850344.68,121031132.7,37493846.24,105729374.7,65705859.52,92715231.79
Sweden,SWE,1982424728,6350883200,-5418689.918,3704921362,6268780978,14939375567,5491883748,10271066269,20017256701,60626719354,23881414455,11243410846,12388454035,5008666344,12118390652,12128145229,28487559238,27788331388,37804773172,10473294627,5288153675
Switzerland,CHE,5544796310,2838789161,1128487634,1706937974,3682699145,4158247960,4372941966,7306214203,9649104419,12426006172,19764423499,9392397947,6785448620,17470863634,1856071978,-525048934.9,44992736479,33410317730,15999205603,27588195178,-6223543668
Syrian Arab Republic,SYR,40000000,54000000,57000000,109000000,251000000,100000000,89000000,80000000,82000000,263000000,270000000,110000000,115000000,160000000,275000000,500000000,659000000,1242000000,1467000000,2569548272,1380894044
Tajikistan,TJK,,,9000000,9000000,12000000,10000000,18000000,18000000,29940400,6702900,23543300,9495400,36066400,31649700,272025100,54479300,338627400,359967400,375787400,15819400,15787600
Tanzania,TZA,10000,10000,12169639.33,20457763.54,50000895.26,119936653.8,150066382,157885063.9,172306244.9,516700641.7,463400858.8,388800000,396244758.8,364258864.6,226732347.3,935520591.7,403038991.4,581511807,400047237.3,414544624.8,433441913
Thailand,THA,2443549743,2013985971,2113021867,1804040985,1366440825,2067936429,2335837475,3894755071,7314804931,6102677671,3365987583,5067170388,3341612007,5232270340,5860255943,8055353138,9452928924,11323987645,8531083131,4976284679,6306251509
Timor-Leste,TLS,,,,,,,,,,,,,,4519000,,908000,8478000,8695000,39698000,49931000,279647000
Togo,TGO,18239596.96,6479812.947,-13109576.41,-11873037.76,15419538.18,26168568.95,17308098.79,20999902.65,30161787.4,42554875.65,41921340.74,63584654.22,53363887.38,33733636.29,59358133.05,76992327.5,77335561.06,49162597.65,23883149.8,48531692.78,41057614.71
Tonga,TON,0,0,1000000,2000000,0,0,0,0,0,0,4802786.466,1106203.233,-327989.8323,3375150.697,4586984.993,7204705.15,10057726.27,27656859.37,4166115.955,-36248.77476,16211759.92
Trinidad and Tobago,TTO,109411764.7,169341176.5,177882352.9,379211987.1,516174947.2,298934269.1,355399933.9,999347641.8,729767481.2,643300000,679500036,834900044.6,790700000,808300000,998100000,939700000,882700000,830000000,2800800000,709100000,549400000
Tunisia,TUN,76280834.91,125456831.4,525760373.9,561897566.6,432008501.8,264340470.5,238337799.3,339087778.5,649849612.5,349849311.9,752179569.8,486546130.7,822798462,587601461.7,641687185.5,723042930.9,3270261640,1531889987,2638495303,1595452778,1400866285
Turkey,TUR,684000000,810000000,844000000,636000000,608000000,885000000,722000000,805000000,940000000,783000000,982000000,3352000000,1082000000,1702000000,2785000000,10031000000,20185000000,22047000000,19504000000,8409000000,9278000000
Turkmenistan,TKM,,,,79000000,103000000,233000000,108060000,107860000,62300000,125000000,131000000,170000000,276000000,226000000,353700000,418200000,730900000,856000000,1277000000,3867000000,2083000000
Turks and Caicos Islands,TCA,,,3180000,-60000,102413.9572,420000,-2060000,170000,250000,100000,410000,,-40000,13620000,-14910000,108240000,58090000,96670000,98791798,95242730.07,96901509.36
Tuvalu,TUV,,,,,240000,,40000,,50000,20000,-921319.2758,580000,25000000,10000,40000,-20000,4690000,140000,1654688.1,2230797.553,1500000
Uganda,UGA,-5910000,1000000,3000000,54600000,88200000,121200000,121000000,175000000,210000000,140200000,160700000,151496150.7,184648059.2,202192593.6,295416479.8,379808340.7,644262499.9,792305780.9,728860900.7,788694286.4,817178709.9
Ukraine,UKR,,,200000000,200000000,159000000,267000000,521000000,623000000,743000000,496000000,595000000,792000000,693000000,1424000000,1715000000,7808000000,5604000000,9891000000,10913000000,4816000000,6495000000
United Arab Emirates,ARE,-115820000,25940000,129720000,401320000,62460000,399850000,300520000,232430000,257660000,-985340000,-506330000,1183840000,95300000,4255956433,10003500000,10899931926,12805990470,14186521443,13723600000,4002700000,3948300000
United Kingdom,GBR,33503670308,16451468252,16558927717,16518190746,10725097717,21731466933,27390452985,37505198184,74651622351,89337010345,1.22157E+11,53842147221,25531788976,27612199941,57333717392,1.77405E+11,1.5412E+11,2.02071E+11,93505671175,72923556347,46945940017
United States,USA,48490000000,23180000000,19810000000,51380000000,46130000000,57800000000,86520000000,1.0559E+11,1.7903E+11,2.89443E+11,3.21274E+11,1.6702E+11,84370000000,63750000000,1.45966E+11,1.12638E+11,2.43151E+11,2.21166E+11,3.10093E+11,1.58581E+11,2.36226E+11
Uruguay,URY,41540000,32340000,11300000,101500000,154500000,156600000,136800000,126400000,164100000,235300000,268589000,296794928.2,193748504.7,416407520.4,332369488.4,847400204.7,1493492445,1329464293,1809378892,1261721771,1626946244
Uzbekistan,UZB,,,9000000,48000000,73000000,-24000000,90000000,166800000,139600000,121200000,74700000,82800000,65300000,82600000,176600000,191600000,173800000,705200000,711300000,711000000,822000000
Vanuatu,VUT,13111196.87,25474518.48,26452893.62,25967921.31,29786175.56,31044914.67,32732115.61,30233300.36,20383379.42,13403366.62,20256089.64,18004322.08,14162544.81,18010732.39,19840843.5,13251642.41,43447011.63,34155234.68,43900000,32100000,38900000
"Venezuela, RB",VEN,451000000,1916000000,629000000,372000000,813000000,985000000,2183000000,6202000000,4985000000,2890000000,4701000000,3683000000,782000000,2040000000,1483000000,2602000000,-508000000,1008000000,350000000,-3105000000,-1404000000
Vietnam,VNM,180000000,375190278,473945856,926303715,1944515936,1780400000,2395000000,2220000000,1671000000,1412000000,1298000000,1300000000,1400000000,1450000000,1610000000,1954000000,2400000000,6700000000,9579000000,7600000000,8000000000
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,,,,,,122600000,177200000,163000000,218153104.7,188631782,62005481.83,19176400.67,9440000,17972000,48900000,46542000,18587960,28296000,51508000,264468000,
"Yemen, Rep.",YEM,-131000000,283000000,718000000,903000000,16000000,-218000000,-60000000,-139000000,-219000000,-308000000,6399511.23,155140748.1,114301962.2,-89106971.95,143578198.5,-302056736.8,1120975102,917299000,1554624168,129193634.2,-329000000
Zambia,ZMB,202700000,34300000,45000000,314400000,40000000,97000000,117100000,207400000,198000000,162000000,121520000,71700000,297520000,347000000,364000000,356940000,615790000,1323900000,938620000,694800000,1041400000
Zimbabwe,ZWE,-12219712.9,2793655.714,14966881.7,27986890.65,34688238.62,117700000,80900000,135100000,444300000,59000000,23200000,3800000,25900000,3800000,8700000,102800000,40000000,68900000,51600000,105000000,105400000
